flops 4.43 GMac params 23.53 M
Files already downloaded and verified
Files already downloaded and verified
epoch 0 loss 0.01897470237724483 acc 0.924
flops 4.43 GMac params 23.53 M
Files already downloaded and verified
Files already downloaded and verified
epoch 0 loss 0.023338693236261605 acc 0.9242
epoch 1 loss 0.006385034247785807 acc 0.9595
epoch 2 loss 0.004632645648680627 acc 0.9686
epoch 3 loss 0.0037807883073017 acc 0.9708
epoch 4 loss 0.003291097836010158 acc 0.9739
epoch 5 loss 0.002880822676252574 acc 0.9736
epoch 6 loss 0.0026401845030486586 acc 0.9781
epoch 7 loss 0.0024026387330517173 acc 0.9791
epoch 8 loss 0.002259534903727472 acc 0.9796
epoch 9 loss 0.0020361778744496404 acc 0.9771
epoch 10 loss 0.0019355642211250962 acc 0.9811
epoch 11 loss 0.0017618436650186776 acc 0.9816
epoch 12 loss 0.0016458900459855794 acc 0.9813
epoch 13 loss 0.0016253041378501802 acc 0.9818
epoch 14 loss 0.0015244625973328948 acc 0.982
epoch 15 loss 0.0014574938489031047 acc 0.9806
epoch 16 loss 0.0014053738238662481 acc 0.9831
epoch 17 loss 0.0013095348536595701 acc 0.9823
epoch 18 loss 0.0012716664835251868 acc 0.9838
epoch 19 loss 0.001215448031881824 acc 0.9834
epoch 20 loss 0.0011617372175864876 acc 0.9839
epoch 21 loss 0.001135679516410455 acc 0.983
epoch 22 loss 0.0010776622891053558 acc 0.9839
epoch 23 loss 0.001043477349858731 acc 0.9834
epoch 24 loss 0.0010316388927213847 acc 0.984
epoch 25 loss 0.0010038732680585235 acc 0.9834
epoch 26 loss 0.0009565292094880715 acc 0.9829
epoch 27 loss 0.0009126118557993322 acc 0.9849
epoch 28 loss 0.0009146188494423404 acc 0.9839
epoch 29 loss 0.0009022793743573129 acc 0.9842
epoch 30 loss 0.0008867188249202445 acc 0.9837
epoch 31 loss 0.0008640321034146473 acc 0.9844
epoch 32 loss 0.0008674120103241876 acc 0.9845
epoch 33 loss 0.0008314462370797992 acc 0.9844
epoch 34 loss 0.0008004238555999473 acc 0.9848
epoch 35 loss 0.0007894044398562983 acc 0.985
epoch 36 loss 0.0007494004116905853 acc 0.985
epoch 37 loss 0.0007423313506273553 acc 0.985
epoch 38 loss 0.0007300539075164124 acc 0.9845
epoch 39 loss 0.00071415340393316 acc 0.9855
epoch 40 loss 0.0007184926972677931 acc 0.9857
epoch 41 loss 0.0007063583495700732 acc 0.9857
epoch 42 loss 0.0006886044802004471 acc 0.9858
epoch 43 loss 0.000687879324350506 acc 0.9861
epoch 44 loss 0.0006735532098589465 acc 0.9856
epoch 45 loss 0.0006974653292028233 acc 0.9847
epoch 46 loss 0.0006540529009606689 acc 0.9852
epoch 47 loss 0.0006267970116855577 acc 0.9855
epoch 48 loss 0.0006241001174226403 acc 0.9862
epoch 49 loss 0.0006196044532395899 acc 0.9861
epoch 50 loss 0.0006374265902396292 acc 0.9858
epoch 51 loss 0.0006024950238177553 acc 0.9854
epoch 52 loss 0.000607225210312754 acc 0.9847
epoch 53 loss 0.0006090854386007413 acc 0.9859
epoch 54 loss 0.0005853494711918756 acc 0.9854
epoch 55 loss 0.0005932659000484273 acc 0.9857
epoch 56 loss 0.0005679136512568221 acc 0.9861
epoch 57 loss 0.0005499904056452215 acc 0.9857
epoch 58 loss 0.0005666973571386188 acc 0.9862
epoch 59 loss 0.0005378451752616093 acc 0.9859
epoch 60 loss 0.0005515870961872861 acc 0.986
epoch 61 loss 0.0005328307716664858 acc 0.9852
epoch 62 loss 0.0005449055737815797 acc 0.9855
epoch 63 loss 0.0005222515131067484 acc 0.986
epoch 64 loss 0.0005313340380345471 acc 0.9862
epoch 65 loss 0.000509738622312434 acc 0.986
epoch 66 loss 0.0005302690628706478 acc 0.9862
epoch 67 loss 0.000524479540088214 acc 0.9871
epoch 68 loss 0.000508717040750198 acc 0.9863
epoch 69 loss 0.0005081942860060371 acc 0.9858
epoch 70 loss 0.0004905776583217084 acc 0.9867
epoch 71 loss 0.0005068944017984905 acc 0.9868
epoch 72 loss 0.00048426551553653555 acc 0.987
epoch 73 loss 0.0004924830977874809 acc 0.9863
epoch 74 loss 0.0004728358082449995 acc 0.986
epoch 75 loss 0.0004726919053727761 acc 0.9866
epoch 76 loss 0.0004656792747299187 acc 0.9861
epoch 77 loss 0.000493467155827675 acc 0.9867
epoch 78 loss 0.00046691273062257095 acc 0.9865
epoch 79 loss 0.00045205373487900943 acc 0.9865
epoch 80 loss 0.00046595148287247864 acc 0.9858
epoch 81 loss 0.0004498654662631452 acc 0.9871
epoch 82 loss 0.00043722985237604005 acc 0.9873
epoch 83 loss 0.00043212945709004996 acc 0.9875
epoch 84 loss 0.00042910366149386393 acc 0.9858
epoch 85 loss 0.00043481607963331045 acc 0.9866
epoch 86 loss 0.00042319296387257054 acc 0.9867
epoch 87 loss 0.00041458915789145976 acc 0.9865
epoch 88 loss 0.0004530266381264664 acc 0.9867
epoch 89 loss 0.0004150047060940415 acc 0.9862
epoch 90 loss 0.000403045273713069 acc 0.9869
epoch 91 loss 0.00043681534205330534 acc 0.9869
epoch 92 loss 0.0004142877968191169 acc 0.9874
epoch 93 loss 0.0004071757682505995 acc 0.986
epoch 94 loss 0.0004107559787388891 acc 0.9861
epoch 95 loss 0.0003949755696277134 acc 0.9868
epoch 96 loss 0.00038992909482913094 acc 0.986
epoch 97 loss 0.0003924777175928466 acc 0.987
epoch 98 loss 0.00039892584685469044 acc 0.986
epoch 99 loss 0.00038233026371570304 acc 0.9866


## BCvt-p lr=1e-3 epoch=100 sam=True



flops 4.43 GMac params 23.53 M
Files already downloaded and verified
Files already downloaded and verified
epoch 0 loss 0.030982723685503005 acc 0.8373
epoch 1 loss 0.010918099552690982 acc 0.9343
epoch 2 loss 0.007141269817203283 acc 0.9528
epoch 3 loss 0.0058296633971482515 acc 0.9595
epoch 4 loss 0.005047396398708224 acc 0.9659
epoch 5 loss 0.004463394742906093 acc 0.969
epoch 6 loss 0.004115549994856119 acc 0.9696
epoch 7 loss 0.0037995558363571763 acc 0.9717
epoch 8 loss 0.0035643792593479154 acc 0.9722
epoch 9 loss 0.003302195477373898 acc 0.9727
epoch 10 loss 0.003149518850520253 acc 0.9734
epoch 11 loss 0.002948505647033453 acc 0.9749
epoch 12 loss 0.002785197365656495 acc 0.975
epoch 13 loss 0.002736160479709506 acc 0.9751
epoch 14 loss 0.0026170580469071867 acc 0.9754
epoch 15 loss 0.002505859719775617 acc 0.976
epoch 16 loss 0.0024350501788780094 acc 0.9775
epoch 17 loss 0.002329852203261107 acc 0.9786
epoch 18 loss 0.0022658079250343142 acc 0.9784
epoch 19 loss 0.0021884143540076913 acc 0.9788
epoch 20 loss 0.002124465186186135 acc 0.9801
epoch 21 loss 0.0020671173710376024 acc 0.9794
epoch 22 loss 0.0019845411800593136 acc 0.9808
epoch 23 loss 0.0019135695679113269 acc 0.9809
epoch 24 loss 0.0018880435759574174 acc 0.9805
epoch 25 loss 0.0018445427280291914 acc 0.9817
epoch 26 loss 0.001783377032764256 acc 0.9811
epoch 27 loss 0.0016940913045592606 acc 0.9805
epoch 28 loss 0.0016825606671720744 acc 0.9816
epoch 29 loss 0.0016530396624282002 acc 0.9816
epoch 30 loss 0.0016353691241890191 acc 0.9816
epoch 31 loss 0.0015936657529324293 acc 0.9819
epoch 32 loss 0.0015911906122695655 acc 0.9818
epoch 33 loss 0.0015238516111671925 acc 0.9819
epoch 34 loss 0.0014851904623769223 acc 0.9826
epoch 35 loss 0.0014510712560638786 acc 0.9829
epoch 36 loss 0.0013981822562869639 acc 0.9825
epoch 37 loss 0.001383524050116539 acc 0.9832
epoch 38 loss 0.0013467945018131285 acc 0.9827
epoch 39 loss 0.001334960536537692 acc 0.9824
epoch 40 loss 0.0013281764373276382 acc 0.9829
epoch 41 loss 0.0013022596702165902 acc 0.9826
epoch 42 loss 0.0012828514231741429 acc 0.9834
epoch 43 loss 0.0012485875481832772 acc 0.9839
epoch 44 loss 0.00122567764156498 acc 0.9826
epoch 45 loss 0.0012571435249969364 acc 0.9826
epoch 46 loss 0.0011924360482301563 acc 0.9839
epoch 47 loss 0.0011696423594094814 acc 0.9841
epoch 48 loss 0.001142483614459634 acc 0.9844
epoch 49 loss 0.0011411040720529855 acc 0.9841
epoch 50 loss 0.0011423824608977884 acc 0.9833
epoch 51 loss 0.0010946627370920033 acc 0.9835
epoch 52 loss 0.001101618943111971 acc 0.9834
epoch 53 loss 0.0010902013542223722 acc 0.9839
epoch 54 loss 0.0010582723207678646 acc 0.9842
epoch 55 loss 0.0010685023993626237 acc 0.9842
epoch 56 loss 0.0010363008384406567 acc 0.9842
epoch 57 loss 0.00101394785316661 acc 0.9835
epoch 58 loss 0.0010157295552454888 acc 0.9842
epoch 59 loss 0.0009814274427108467 acc 0.9834
epoch 60 loss 0.0010012308634538203 acc 0.9841
epoch 61 loss 0.0009735498662479222 acc 0.9839
epoch 62 loss 0.0009681889492180199 acc 0.9841
epoch 63 loss 0.0009520640296768397 acc 0.9838
epoch 64 loss 0.0009649076081532985 acc 0.9841
epoch 65 loss 0.0009216087523754687 acc 0.9842
epoch 66 loss 0.0009486711612902582 acc 0.9844
epoch 67 loss 0.0009289099955186248 acc 0.9844
epoch 68 loss 0.0009094584375666455 acc 0.9848
epoch 69 loss 0.0009041489178594202 acc 0.9858
epoch 70 loss 0.000895694846753031 acc 0.9846
epoch 71 loss 0.0009058825360611082 acc 0.9851
epoch 72 loss 0.0008696321999840438 acc 0.9854
epoch 73 loss 0.0008703664226084948 acc 0.9854
epoch 74 loss 0.0008463238963903859 acc 0.9844
epoch 75 loss 0.0008480767384776845 acc 0.9854
epoch 76 loss 0.0008384011060325429 acc 0.9854
epoch 77 loss 0.0008677595989126713 acc 0.9866
epoch 78 loss 0.0008386568149598315 acc 0.9851
epoch 79 loss 0.0008037135987961665 acc 0.9854
epoch 80 loss 0.0008199109863117338 acc 0.9854
epoch 81 loss 0.0008101158301625401 acc 0.9847
epoch 82 loss 0.0007929106043418869 acc 0.9851
epoch 83 loss 0.0007905976217892021 acc 0.9856
epoch 84 loss 0.0007747163550276309 acc 0.9855
epoch 85 loss 0.0007891433977568522 acc 0.9853
epoch 86 loss 0.0007700693895714357 acc 0.9848
epoch 87 loss 0.0007446699468046427 acc 0.9859
epoch 88 loss 0.0008040855888603255 acc 0.9855
epoch 89 loss 0.0007521414292324335 acc 0.9854
epoch 90 loss 0.0007450049049546943 acc 0.9848
epoch 91 loss 0.0007678664604155347 acc 0.9859
epoch 92 loss 0.0007551186001813039 acc 0.9859
epoch 93 loss 0.0007351311574643477 acc 0.9858
epoch 94 loss 0.0007449439292168244 acc 0.9852
epoch 95 loss 0.0007240382849890739 acc 0.9857
