flops 4.43 GMac params 23.53 M
Files already downloaded and verified
Files already downloaded and verified
epoch 0 loss 0.01763117098197341 acc 0.9339
epoch 1 loss 0.005412476952075958 acc 0.9603
epoch 2 loss 0.004069941321015358 acc 0.968
epoch 3 loss 0.0033752871541306378 acc 0.9695
epoch 4 loss 0.002947486709319055 acc 0.9728
epoch 5 loss 0.0025935657931491734 acc 0.9751
epoch 6 loss 0.0023796325482055543 acc 0.978
epoch 7 loss 0.002158121783062816 acc 0.979
epoch 8 loss 0.00203702043203637 acc 0.9791
epoch 9 loss 0.0018489187337830662 acc 0.9784
epoch 10 loss 0.001744138774126768 acc 0.9808
epoch 11 loss 0.0016022819204907863 acc 0.9821
epoch 12 loss 0.001515129815042019 acc 0.9809
epoch 13 loss 0.0014809585084859282 acc 0.9805
epoch 14 loss 0.001384656470036134 acc 0.9814
epoch 15 loss 0.001327311644786969 acc 0.9807
epoch 16 loss 0.001288875542851165 acc 0.9827
epoch 17 loss 0.0011999441036116333 acc 0.982
epoch 18 loss 0.0011615949881915004 acc 0.9834
epoch 19 loss 0.001117221010159701 acc 0.9836
epoch 20 loss 0.0010743343245703727 acc 0.9834
epoch 21 loss 0.0010368605254404246 acc 0.9836
epoch 22 loss 0.000995519840521738 acc 0.9837
epoch 23 loss 0.0009571002180408687 acc 0.9835
epoch 24 loss 0.0009502832488249987 acc 0.9844
epoch 25 loss 0.0009164789797458798 acc 0.9842
epoch 26 loss 0.0008820194471627474 acc 0.9844
epoch 27 loss 0.0008339559711655602 acc 0.9846
epoch 28 loss 0.0008481689709564671 acc 0.9845
epoch 29 loss 0.0008255986283067614 acc 0.9844
epoch 30 loss 0.0008135212424583734 acc 0.9834
epoch 31 loss 0.0007951612148107961 acc 0.9849
epoch 32 loss 0.0008001038337079808 acc 0.9844
epoch 33 loss 0.0007664512803405523 acc 0.9846
epoch 34 loss 0.0007370974674494938 acc 0.9854
epoch 35 loss 0.000724881390389055 acc 0.9853
epoch 36 loss 0.0006876011630473659 acc 0.9851
epoch 37 loss 0.0006855934975016862 acc 0.9849
epoch 38 loss 0.0006739138529123738 acc 0.9854
epoch 39 loss 0.0006473482952918857 acc 0.9859
epoch 40 loss 0.0006668001065496355 acc 0.9852
epoch 41 loss 0.0006459964899718761 acc 0.9849
epoch 42 loss 0.0006337872876040637 acc 0.9857
epoch 43 loss 0.0006353684453153983 acc 0.9857
epoch 44 loss 0.0006175423268135637 acc 0.9854
epoch 45 loss 0.0006437008073367179 acc 0.9854
epoch 46 loss 0.0006024236652208493 acc 0.9851
epoch 47 loss 0.0005788273999560625 acc 0.986
epoch 48 loss 0.0005759428874077276 acc 0.9854
epoch 49 loss 0.0005679863666184247 acc 0.9856
epoch 50 loss 0.0005895088640833273 acc 0.9857
epoch 51 loss 0.0005571939931670204 acc 0.9857
epoch 52 loss 0.0005622713465546257 acc 0.9847
epoch 53 loss 0.0005601999167306349 acc 0.9851
epoch 54 loss 0.0005510930883884429 acc 0.9856
epoch 55 loss 0.0005428370842896402 acc 0.9861
epoch 56 loss 0.0005261432995693758 acc 0.9862
epoch 57 loss 0.0005103101404430345 acc 0.9855
epoch 58 loss 0.0005274978784099221 acc 0.986
epoch 59 loss 0.0005002721786126495 acc 0.9857
epoch 60 loss 0.0005144436150044203 acc 0.9857
epoch 61 loss 0.0004968947328231298 acc 0.9855
epoch 62 loss 0.000504382446075324 acc 0.9857
epoch 63 loss 0.0004940362313529476 acc 0.9856
epoch 64 loss 0.0004980925889359788 acc 0.9865
epoch 65 loss 0.0004710272953752428 acc 0.9864
epoch 66 loss 0.0004903407208621502 acc 0.9859
epoch 67 loss 0.0004852465394558385 acc 0.9871
epoch 68 loss 0.0004735171621106565 acc 0.9857
epoch 69 loss 0.0004733555697184056 acc 0.9861
epoch 70 loss 0.0004590512831741944 acc 0.9862
epoch 71 loss 0.0004774431329779327 acc 0.9864
epoch 72 loss 0.00044580161216203125 acc 0.9865
epoch 73 loss 0.00046073461191495883 acc 0.9863
epoch 74 loss 0.000437832561514806 acc 0.9861
epoch 75 loss 0.00044184640773572027 acc 0.9869
epoch 76 loss 0.00043433017758419737 acc 0.9863
epoch 77 loss 0.0004603457691008225 acc 0.986
epoch 78 loss 0.00043762719235382975 acc 0.9867
epoch 79 loss 0.0004240279685729183 acc 0.9864
epoch 80 loss 0.00043002987039042636 acc 0.9861
epoch 81 loss 0.00042402025402290747 acc 0.9858
epoch 82 loss 0.0004075269362400286 acc 0.9868
epoch 83 loss 0.0003992013177927583 acc 0.9874
epoch 84 loss 0.00039867938130861146 acc 0.9859
epoch 85 loss 0.00040374091383535416 acc 0.9864
epoch 86 loss 0.0004036581884510815 acc 0.9861
epoch 87 loss 0.0003853864955436438 acc 0.9859
epoch 88 loss 0.0004238064152584411 acc 0.9866
epoch 89 loss 0.000388763267500326 acc 0.9858
epoch 90 loss 0.00037197909504175185 acc 0.9861
epoch 91 loss 0.0004036212502722628 acc 0.9858
epoch 92 loss 0.00039020503873704 acc 0.9865
epoch 93 loss 0.00038447521071648225 acc 0.9852
epoch 94 loss 0.00038580248708836734 acc 0.9858
epoch 95 loss 0.00037457762578735126 acc 0.9862
epoch 96 loss 0.00037095674799056725 acc 0.9858
epoch 97 loss 0.000363914637346752 acc 0.9856
epoch 98 loss 0.000371655070555862 acc 0.9853
epoch 99 loss 0.0003610453060385771 acc 0.9848
