flops 4.1 GMac params 30.79 M
Files already downloaded and verified
Files already downloaded and verified
epoch 0 loss 0.027308648661375046 acc 0.7235
epoch 1 loss 0.019618402419686317 acc 0.7787
epoch 2 loss 0.01547372057467699 acc 0.8881
epoch 3 loss 0.007374307066053152 acc 0.9519
epoch 4 loss 0.004865902915149927 acc 0.9658
epoch 5 loss 0.003899115515463054 acc 0.9707
epoch 6 loss 0.0034006203493475913 acc 0.9725
epoch 7 loss 0.002967342243678868 acc 0.9749
epoch 8 loss 0.0027030453111231327 acc 0.9752
epoch 9 loss 0.0024697912407666443 acc 0.9767
epoch 10 loss 0.0022596603019535543 acc 0.977
epoch 11 loss 0.0021446938802674414 acc 0.9773
epoch 12 loss 0.0019891001690737903 acc 0.9789
epoch 13 loss 0.001845206918939948 acc 0.979
epoch 14 loss 0.001830577278342098 acc 0.9805
epoch 15 loss 0.0017016073743626476 acc 0.9806
epoch 16 loss 0.0015935458876006306 acc 0.9806
epoch 17 loss 0.0015502947938628494 acc 0.9828
epoch 18 loss 0.001466435692505911 acc 0.9823
epoch 19 loss 0.0013875006010569632 acc 0.9834
epoch 20 loss 0.0013552637399733066 acc 0.9828
epoch 21 loss 0.0013039686490688472 acc 0.9843
epoch 22 loss 0.0012571347304899247 acc 0.984
epoch 23 loss 0.001184145920528099 acc 0.9836
epoch 24 loss 0.0011751222872920335 acc 0.9839
epoch 25 loss 0.001157663630899042 acc 0.9829
epoch 26 loss 0.0010890577586553992 acc 0.9828
epoch 27 loss 0.001075830511096865 acc 0.9847
epoch 28 loss 0.0010789742759801447 acc 0.9845
epoch 29 loss 0.0010462842462584377 acc 0.9845
epoch 30 loss 0.000981647027740255 acc 0.9848
epoch 31 loss 0.000972543239351362 acc 0.9846
epoch 32 loss 0.0009483134562708437 acc 0.9857
epoch 33 loss 0.0009644120502658188 acc 0.9853
epoch 34 loss 0.0008785156694147736 acc 0.9846
epoch 35 loss 0.0008980260365270078 acc 0.9847
epoch 36 loss 0.0008485196037078276 acc 0.9855
epoch 37 loss 0.0008775886645494029 acc 0.9848
epoch 38 loss 0.0008290034275595099 acc 0.9849
epoch 39 loss 0.0008212577249202877 acc 0.985
epoch 40 loss 0.0007845009577739984 acc 0.9843
epoch 41 loss 0.0008074199829250574 acc 0.9853
epoch 42 loss 0.0007621541962353512 acc 0.9855
epoch 43 loss 0.0007767202105978504 acc 0.9852
epoch 44 loss 0.0007678025650978089 acc 0.9859
epoch 45 loss 0.0006950637674704195 acc 0.9854
epoch 46 loss 0.0006792627238016575 acc 0.9863
epoch 47 loss 0.0006978241606941446 acc 0.9857
epoch 48 loss 0.0007163014515163377 acc 0.9846
epoch 49 loss 0.0006959536201367154 acc 0.9849
epoch 50 loss 0.0007191021241620183 acc 0.9858
epoch 51 loss 0.000690413531572558 acc 0.9843
epoch 52 loss 0.0006590600157761946 acc 0.9858
epoch 53 loss 0.0006584940347215161 acc 0.9861
epoch 54 loss 0.0006260978502128273 acc 0.9855
epoch 55 loss 0.0006419090526131913 acc 0.9852
epoch 56 loss 0.000625846877344884 acc 0.9859
epoch 57 loss 0.0005983947331970557 acc 0.9867
epoch 58 loss 0.0006445252936379984 acc 0.9853
epoch 59 loss 0.0006192016566172242 acc 0.9854
epoch 60 loss 0.0006189537738589569 acc 0.9848
epoch 61 loss 0.0005862938811816275 acc 0.9853
epoch 62 loss 0.0006151920532528312 acc 0.9861
epoch 63 loss 0.0005911654853494837 acc 0.9854
epoch 64 loss 0.0005952466096682474 acc 0.9864
epoch 65 loss 0.000584067753024865 acc 0.9855
epoch 66 loss 0.0005980314084002748 acc 0.9855
epoch 67 loss 0.0005711613398883492 acc 0.9858
epoch 68 loss 0.0005518289628205821 acc 0.986
epoch 69 loss 0.0005572048566211015 acc 0.9864
epoch 70 loss 0.000535307822432369 acc 0.985
epoch 71 loss 0.0005503839676850475 acc 0.986
epoch 72 loss 0.0005322033431497403 acc 0.9854
epoch 73 loss 0.0005473589790379629 acc 0.9853
epoch 74 loss 0.0005257236465020105 acc 0.9867
epoch 75 loss 0.0005258888380881399 acc 0.9864
epoch 76 loss 0.0005471892028488218 acc 0.9867
epoch 77 loss 0.0005258344630105421 acc 0.9863
epoch 78 loss 0.0005112775205727666 acc 0.9865
epoch 79 loss 0.000519208499295637 acc 0.9855
epoch 80 loss 0.0004904854706348852 acc 0.9845
epoch 81 loss 0.00048294287487166 acc 0.9853
epoch 82 loss 0.000491054663201794 acc 0.9849
epoch 83 loss 0.0005098295277962461 acc 0.9858
epoch 84 loss 0.0004834197752806358 acc 0.9861
epoch 85 loss 0.0004991608798829839 acc 0.9857
epoch 86 loss 0.0005018763127736747 acc 0.9862
epoch 87 loss 0.0004983146118512377 acc 0.9863
epoch 88 loss 0.00045040805879980326 acc 0.9865
epoch 89 loss 0.0004618042624858208 acc 0.9866
epoch 90 loss 0.0004693012515502051 acc 0.9853
epoch 91 loss 0.00046689081620192156 acc 0.9868
epoch 92 loss 0.00046790691973175856 acc 0.9861
epoch 93 loss 0.00044245080798398706 acc 0.986
epoch 94 loss 0.0004527848244435154 acc 0.9858
epoch 95 loss 0.0004661346051376313 acc 0.9868
epoch 96 loss 0.0004502635572082363 acc 0.9853
epoch 97 loss 0.00043819219085155055 acc 0.9856
epoch 98 loss 0.0004845866889320314 acc 0.9853
epoch 99 loss 0.0004356961859576404 acc 0.9854
